RowId,Location
173,63.4827804565
174,75.3358783722
175,32.5447540283
176,75.6575717926
177,47.64894104
178,70.4511566162
179,47.9679908752
180,82.5055561066
181,68.4456653595
182,35.3804683685
183,26.6122198105
184,35.9007968903
185,61.0245094299
186,36.1305885315
187,75.6183128357
188,36.6184959412
189,34.5224647522
190,36.9084749222
191,19.1667408943
192,37.4060411453
193,59.0985374451
194,26.4457082748
195,82.2514801025
196,27.266409874
197,37.2636165619
198,26.7991991043
199,11.7184638977
200,28.7860021591
201,49.9132461548
202,52.8474998474
203,65.088180542
204,76.3508033752
205,30.9271659851
206,76.9212684631
207,48.3243427277
208,70.5096359253
209,48.4968509674
210,84.8633823395
211,67.0661659241
212,36.2365865707
213,29.5579633713
214,36.2835645676
215,60.729429245
216,37.1104745865
217,73.3835735321
218,37.1203708649
219,36.2546253204
220,37.2897176743
221,23.3149051666
222,37.3909664154
223,57.7169895172
224,28.6135997772
225,79.5925998688
226,28.8209695816
227,38.7355241776
228,28.7588996887
229,16.230284214
230,29.6632146835
231,49.249168396
232,54.9352169037
233,63.4376392365
234,74.4859085083
235,34.5560474396
236,74.5357131958
237,48.9877681732
238,69.604385376
239,49.154302597
240,82.7554092407
241,65.7971763611
242,39.0120334625
243,31.0271959305
244,37.5365009308
245,59.7870540619
246,39.4169969559
247,72.3222484589
248,40.0790348053
249,36.8793210983
250,38.706278801
251,24.5843439102
252,38.378663063
253,56.5624637604
254,30.0648536682
255,78.8042106628
256,32.3337535858
257,40.6232700348
258,29.3075151443
259,17.729839325
260,29.9763679504
261,47.8302955627
262,56.4941539764
263,61.7108345032
264,76.330947876
265,32.8007984161
266,75.510389328
267,47.2560482025
268,70.992565155
269,47.0662736893
270,83.7234306335
271,65.8988571167
272,36.1966638565
273,30.0390844345
274,36.3270406723
275,59.4230575562
276,37.24168396
277,72.5585918427
278,37.0790891647
279,36.6241235733
280,37.1865262985
281,23.2652578354
282,37.3052759171
283,56.565530777
284,27.7182769775
285,78.7739810944
286,28.7695541382
287,39.090634346
288,27.8848657608
289,16.1430630684
290,29.3488082886
291,48.270778656
292,55.4416694641
293,62.9160919189
294,72.6863136292
295,33.1749515533
296,72.6041049957
297,48.0836048126
298,68.2660274506
299,48.2129116058
300,80.2719039917
301,67.4546298981
302,39.537820816
303,30.7335948944
304,37.4194850922
305,61.7415275574
306,39.5959911346
307,73.9654712677
308,40.8299274445
309,36.442065239
310,38.3224468231
311,24.6006202698
312,38.2778463364
313,58.3616523743
314,29.6504116058
315,80.8542823792
316,32.8296117783
317,40.3308649063
318,28.5214033127
319,17.7272286415
320,29.1212768555
321,48.2089004517
322,54.4752788544
323,61.641248703
324,79.6876716614
325,33.7146406174
326,78.4212741852
327,47.4427013397
328,71.8234634399
329,46.9747438431
330,87.3272209167
331,65.628118515
332,38.2830705643
333,30.6273508072
334,37.7528028488
335,59.3943843842
336,38.7130393982
337,72.0546283722
338,39.2577781677
339,36.5531730652
340,38.8799686432
341,24.1220197678
342,38.941151619
343,55.7375392914
344,29.9696989059
345,78.3693466187
346,32.0565462112
347,41.0165548325
348,29.4585971832
349,16.5916414261
350,31.8002786636
351,48.9461174011
352,57.4403572083
353,61.7925224304
354,77.0200252533
355,34.1269798279
356,77.0606575012
357,48.2844600677
358,72.0859851837
359,48.3143234253
360,84.3528442383
361,66.2077617645
362,36.3660335541
363,29.2751998901
364,35.7000761032
365,60.008852005
366,37.1162853241
367,72.5138454437
368,36.5810279846
369,35.7839183807
370,36.6909141541
371,22.7689304352
372,35.9636220932
373,57.4724407196
374,30.1088533401
375,78.105463028
376,28.3598270416
377,39.2979297638
378,29.9746112823
379,15.8402152061
380,28.2644691467
381,48.5648059845
382,62.555065155
383,62.3834323883
384,76.1470584869
385,31.7303781509
386,75.4535236359
387,47.5225696564
388,74.5072288513
389,47.2187976837
390,84.7003154755
391,66.1347312927
392,36.3736639023
393,28.3828725815
394,35.1205615997
395,59.1329956055
396,36.886756897
397,73.1725902557
398,37.4637851715
399,35.4609003067
400,36.1341848373
401,21.3914780617
402,35.8231687546
403,56.4880771637
404,28.004322052
405,79.6550960541
406,29.4109096527
407,38.5777645111
408,27.5411882401
409,14.6455578804
410,27.6819906235
411,46.4585180283
412,57.5067443848
413,61.5641841888
414,73.9978580475
415,30.1426792145
416,72.6179523468
417,46.0064277649
418,70.2000675201
419,45.6809062958
420,81.6595172882
421,66.241235733
422,39.1712779999
423,31.039604187
424,37.855676651
425,59.668264389
426,39.5295410156
427,73.3138847351
428,40.1846151352
429,37.2884731293
430,38.9144697189
431,24.0079307556
432,38.6393480301
433,56.0218219757
434,30.9519081116
435,80.258600235
436,32.9109077454
437,41.4940595627
438,30.2781801224
439,16.9509086609
440,31.0444221497
441,47.5791835785
442,59.2998332977
443,61.7122592926
444,80.020986557
445,32.9391317368
446,79.0397872925
447,47.1105651855
448,75.3662395477
449,47.0885353088
450,85.8601284027
451,66.5409450531
452,36.1100063324
453,29.8342723846
454,34.8427190781
455,60.0746326447
456,36.6075639725
457,72.6485996246
458,37.420466423
459,36.4864654541
460,36.0311508179
461,23.7848210335
462,35.7481584549
463,58.1846179962
464,27.7044467926
465,78.8707351685
466,29.1798734665
467,39.2699575424
468,27.1941404343
469,17.5873675346
470,27.2074241638
471,48.202589035
472,53.3005943298
473,61.0920753479
474,72.3829250336
475,32.9146213531
476,71.1315536499
477,47.2808132172
478,67.1153068542
479,47.0330142975
480,78.7491016388
481,65.9814491272
482,37.7874269485
483,29.4035596848
484,36.9821405411
485,59.512556076
486,38.2979421616
487,72.8016700745
488,39.1062812805
489,35.7224464417
490,38.2334604263
491,22.7905669212
492,37.9157981873
493,55.416217804
494,29.4560995102
495,79.730512619
496,32.1822195053
497,40.5070610046
498,29.1443939209
499,15.1944608688
500,30.820183754
501,47.5303344727
502,57.5604915619
503,60.9921913147
504,77.9012260437
505,33.1636104584
506,77.4866294861
507,47.216709137
508,72.3617191315
509,47.2567634583
510,85.7697257996
511,64.5901279449
512,35.7792434692
513,30.9466238022
514,37.453368187
515,58.4954624176
516,37.156288147
517,70.6807136536
518,36.0303926468
519,37.1431732178
520,37.8517084122
521,24.4179124832
522,38.4433107376
523,56.1308326721
524,29.2142086029
525,75.6006889343
526,28.3917503357
527,40.0423994064
528,30.2910346985
529,17.8940820694
530,31.8466501236
531,49.7129173279
532,58.2483901978
533,63.4334278107
534,71.6466808319
535,34.7773189545
536,73.0449829102
537,49.4798240662
538,70.3915214539
539,49.8165779114
540,78.4855327606
541,64.8737754822
542,36.018324852
543,29.8834676743
544,37.2400360107
545,58.6510562897
546,37.2428455353
547,71.0690402985
548,36.6368436813
549,36.2601099014
550,37.7326612473
551,23.8436493874
552,38.3227100372
553,55.3373336792
554,28.9822883606
555,76.7734451294
556,28.3954610825
557,38.0455284119
558,29.9682569504
559,17.0735535622
560,31.3482999802
561,47.2298755646
562,55.6656417847
563,62.6074962616
564,72.4165077209
565,34.9582529068
566,73.416343689
567,48.3753662109
568,69.1502037048
569,48.7065238953
570,79.6580257416
571,66.1126384735
572,35.6624593735
573,29.8097763062
574,36.0309562683
575,59.7001132965
576,36.5506725311
577,72.6309700012
578,36.5741186142
579,36.4075584412
580,36.7596216202
581,23.3291358948
582,37.2219057083
583,57.1420783997
584,26.6668167114
585,78.7800750732
586,27.9622507095
587,38.8638725281
588,27.2062139511
589,16.1921682358
590,29.1478042603
591,48.6214084625
592,53.9145469666
593,63.5931301117
594,71.5556201935
595,33.3828191757
596,71.6214351654
597,48.5388221741
598,67.0310783386
599,48.655248642
600,79.4778156281
601,64.6007995605
602,36.2076873779
603,31.4415006638
604,37.3764438629
605,58.4772262573
606,37.4912395477
607,71.2160167694
608,36.703368187
609,37.4693183899
610,38.1875667572
611,24.6508626938
612,38.3651733398
613,55.1817340851
614,29.0288686752
615,76.7244758606
616,28.9092979431
617,40.1812963486
618,29.6992063522
619,18.0696287155
620,31.4961090088
621,48.3781585693
622,56.7352981567
623,63.4117698669
624,71.611656189
625,34.7770671844
626,72.4042797089
627,48.7133903503
628,69.888376236
629,49.1817684174
630,78.4281749725
631,66.6574802399
632,36.9427013397
633,30.3307056427
634,36.0387039185
635,60.339220047
636,37.3464746475
637,73.3086547852
638,38.0236845016
639,36.7835454941
640,36.8128938675
641,23.8589015007
642,36.86855793
643,57.4360370636
644,28.0759105682
645,79.5259780884
646,29.7326631546
647,39.6804027557
648,27.7709598541
649,17.0794014931
650,28.5468893051
651,47.827837944
652,57.1739444733
653,62.8336429596
654,72.8470344543
655,32.6981277466
656,71.7391033173
657,47.7798242569
658,68.8060512543
659,47.484869957
660,80.631734848
661,66.7414569855
662,37.7643270493
663,30.8037014008
664,36.9637756348
665,60.5500144958
666,38.0569839478
667,73.4431114197
668,38.93055439
669,36.5689888
670,37.8839864731
671,24.4839906693
672,38.0117425919
673,56.8673973083
674,28.5337114334
675,79.7585792542
676,30.5313005447
677,40.0851373672
678,28.3622760773
679,17.744682312
680,29.4529037476
681,47.3043308258
682,54.6991596222
683,62.2967205048
684,76.3454589844
685,33.5542573929
686,75.5976390839
687,47.2949581146
688,70.4229469299
689,47.3372411728
690,83.2933673859
691,64.7830638885
692,39.0976381302
693,31.6295928955
694,34.0709009171
695,57.7959022522
696,39.4251079559
697,72.0249595642
698,40.6527500153
699,38.2211694717
700,36.6736364365
701,24.5575733185
702,33.565237999
703,56.2680473328
704,31.5836133957
705,78.5101947784
706,33.5396289825
707,41.2702245712
708,29.296122551
709,20.2162742615
710,24.5252494812
711,44.310090065
712,57.5944232941
713,57.6604499817
714,73.812297821
715,28.1051101685
716,69.7003097534
717,42.3834686279
718,72.324136734
719,42.1874084473
720,76.2031459808
721,65.2854366302
722,35.0511474609
723,30.0184621811
724,37.4057836533
725,59.2944316864
726,35.6096992493
727,71.3714447021
728,35.7573595047
729,36.5679359436
730,37.3232975006
731,24.2132120132
732,38.9036235809
733,57.0406665802
734,27.3600025177
735,76.8031997681
736,27.0805234909
737,37.7737083435
738,29.1424770355
739,17.685154438
740,31.4826421738
741,49.1280612946
742,48.4313220978
743,63.9056682587
744,70.0077838898
745,36.0178356171
746,71.9763278961
747,49.6117172241
748,64.5687961578
749,50.1677570343
750,76.4097576141
751,66.912071228
752,34.3859052658
753,29.0029563904
754,39.2754478455
755,59.6758861542
756,36.3151102066
757,74.2891101837
758,34.6147670746
759,36.2368154526
760,39.1743907928
761,21.6402554512
762,41.3537492752
763,55.887336731
764,26.5388460159
765,79.5581989288
766,25.4750146866
767,36.5866641998
768,29.5319395065
769,14.0204086304
770,33.7788619995
771,49.4240684509
772,53.6790504456
773,70.4951705933
774,71.5842590332
775,36.1254673004
776,75.042640686
777,52.9969596863
778,70.2397556305
779,53.5187187195
780,80.9020042419
781,66.1562461853
782,36.9831705093
783,28.8053226471
784,36.9525775909
785,59.1010780334
786,37.8365821838
787,73.5169086456
788,37.9093151093
789,35.7334299088
790,37.7441682816
791,21.6109857559
792,37.8363418579
793,55.518327713
794,29.2464466095
795,79.9304523468
796,29.508690834
797,37.9304866791
798,29.3449144363
799,14.6713314056
800,29.8673229218
801,46.4894714355
802,56.7059955597
803,62.699054718
804,76.3688335419
805,32.5941581726
806,76.4200286865
807,47.0526695251
808,71.7708320618
809,47.2114019394
810,83.8857650757
811,66.7476139069
812,36.8414554596
813,29.2130641937
814,36.2115869522
815,60.1900119781
816,37.4431428909
817,73.2420272827
818,38.0167922974
819,35.9384708405
820,37.1125459671
821,22.7742705345
822,37.30265522
823,57.3685569763
824,28.0329208374
825,79.7592487335
826,29.9400558472
827,38.4723529816
828,27.8728408813
829,15.7748436928
830,28.9873723984
831,48.0703697205
832,53.8941879272
833,62.3996772766
834,74.7066936493
835,32.9599142075
836,74.2095508575
837,47.5655651093
838,68.9264831543
839,47.5864276886
840,82.1935558319
841,66.3511390686
842,36.767209053
843,28.7773103714
844,36.6763515472
845,59.6603336334
846,37.5239553452
847,73.2307720184
848,37.3873844147
849,35.1406145096
850,37.4175310135
851,21.9363212585
852,37.5185165405
853,55.64336586
854,29.6775255203
855,79.5938415527
856,29.2579679489
857,37.8408508301
858,29.6039657593
859,14.5770664215
860,29.7774524689
861,46.4852371216
862,60.177526474
863,61.9924049377
864,79.4803333282
865,34.0896263123
866,79.4611930847
867,47.5299682617
868,75.5333633423
869,47.5938549042
870,87.5386676788
871,65.1490516663
872,36.1820383072
873,30.044011116
874,36.6491546631
875,58.8756465912
876,37.1107606888
877,71.6085891724
878,36.7083778381
879,36.3838291168
880,37.5268507004
881,23.1700344086
882,37.5164308548
883,56.1338024139
884,28.9299430847
885,77.5279941559
886,28.6695184708
887,39.6935005188
888,29.2750797272
889,16.2144470215
890,30.117442131
891,48.5505752563
892,58.5635147095
893,62.8266334534
894,72.7202625275
895,32.6275749207
896,73.184223175
897,47.8882484436
898,70.4431972504
899,48.0083599091
900,80.2262077332
901,65.6974697113
902,38.5396184921
903,30.030667305
904,37.2575569153
905,59.1571483612
906,39.0229597092
907,72.6286411285
908,39.6170024872
909,36.705988884
910,38.2765731812
911,22.932598114
912,38.1347694397
913,56.1324863434
914,30.2510232925
915,79.5466117859
916,32.5124902725
917,40.7070322037
918,29.3767290115
919,15.8218417168
920,30.6559038162
921,48.3905525208
922,57.4454441071
923,61.133480072
924,77.8454189301
925,32.5177230835
926,77.1822795868
927,47.2089700699
928,72.8412952423
929,47.0883865356
930,84.1450080872
931,65.6755313873
932,37.3696775436
933,29.7696819305
934,37.5816364288
935,59.8963794708
936,37.7569169998
937,72.0500392914
938,38.3524417877
939,35.9024763107
940,38.2588806152
941,23.8887505531
942,38.9025392532
943,56.8297462463
944,28.9067201614
945,78.2364463806
946,30.2321004868
947,38.6456079483
948,29.2512216568
949,16.7523336411
950,31.1578273773
951,48.6225414276
952,52.4137401581
953,62.4443893433
954,74.7306060791
955,34.8804302216
956,75.3558940887
957,48.4891433716
958,67.9838275909
959,48.8167877197
960,82.4465446472
961,65.2819290161
962,35.0539340973
963,29.3699941635
964,35.7040758133
965,58.8180599213
966,35.6811132431
967,71.5262832642
968,36.1084499359
969,35.8072929382
970,36.1902151108
971,23.1896352768
972,36.9308109283
973,56.8107433319
974,26.6641845703
975,77.5726261139
976,27.7439031601
977,37.8572502136
978,27.6597719193
979,16.5897531509
980,28.7697486877
981,47.464050293
982,48.8351039886
983,61.8502178192
984,70.8512706757
985,33.7184915543
986,70.9377937317
987,47.3647384644
988,64.5698318481
989,47.7215509415
990,76.7495613098
991,66.0717086792
992,36.5623598099
993,31.0629673004
994,36.914809227
995,60.0446662903
996,37.4523611069
997,72.8612823486
998,37.1934900284
999,37.2703084946
1000,37.3560733795
1001,24.8617429733
1002,37.8024044037
1003,57.000749588
1004,27.9798116684
1005,78.6947307587
1006,28.6003646851
1007,39.9460544586
1008,28.8218994141
1009,18.0363750458
1010,30.2553691864
1011,48.2007865906
1012,58.378074646
1013,64.2331523895
1014,71.0716094971
1015,34.0290241241
1016,71.5356502533
1017,49.1430358887
1018,68.577375412
1019,49.200422287
1020,79.567445755
1021,64.9117984772
1022,35.6166858673
1023,30.8126878738
1024,34.9305753708
1025,58.805934906
1026,36.2163991928
1027,70.5059967041
1028,36.5559968948
1029,36.7448186874
1030,35.7868366241
1031,25.2246780396
1032,35.6324157715
1033,56.4014854431
1034,28.3747501373
1035,76.5341720581
1036,28.7644786835
1037,39.6303319931
1038,28.4061784744
1039,19.4386453629
1040,28.4505729675
1041,47.0750627518
1042,55.042722702
1043,59.9561691284
1044,70.6892051697
1045,34.0410575867
1046,69.9035797119
1047,46.99766922
1048,66.7155132294
1049,47.0119085312
1050,77.2519683838
1051,65.7552566528
1052,38.7143182755
1053,31.3936700821
1054,38.1591024399
1055,60.2162017822
1056,39.4728012085
1057,72.0026550293
1058,39.5949640274
1059,37.0556058884
1060,39.0025777817
1061,25.1408929825
1062,39.0344381332
1063,56.9224491119
1064,28.7807264328
1065,78.4584732056
1066,31.0317249298
1067,40.5533123016
1068,28.443403244
1069,17.7689666748
1070,30.3422727585
1071,48.6533432007
1072,55.597114563
1073,62.6707363129
1074,75.3193244934
1075,33.4669704437
1076,75.3673725128
1077,48.0297317505
1078,69.3108730316
1079,48.0448665619
1080,83.8708877563
1081,66.349697113
1082,37.207529068
1083,28.9724750519
1084,36.1851797104
1085,59.8637008667
1086,37.676905632
1087,72.9799346924
1088,38.4107608795
1089,35.7027540207
1090,37.1577615738
1091,22.4863700867
1092,37.2246465683
1093,56.97057724
1094,28.6956710815
1095,79.573551178
1096,30.6346492767
1097,38.6402835846
1098,28.2417926788
1099,15.497551918
1100,29.2090730667
1101,47.6513299942
1102,55.3254890442
1103,61.9575920105
1104,74.956867218
1105,32.0949325562
1106,74.2279472351
1107,47.0309028625
1108,69.536441803
1109,46.996178627
1110,82.8156051636
1111,66.9778347015
1112,38.8156814575
1113,29.1276655197
1114,37.386431694
1115,60.498670578
1116,39.1970243454
1117,73.4661369324
1118,39.8649759293
1119,35.6914615631
1120,38.337884903
1121,22.3902525902
1122,38.2163515091
1123,57.3015518188
1124,29.8019514084
1125,80.7959804535
1126,31.5611543655
1127,39.0586853027
1128,28.9049348831
1129,14.9925384521
1130,29.3041563034
1131,47.8739175797
1132,59.1838645935
1133,60.8045654297
1134,82.5789527893
1135,33.5738182068
1136,81.8315162659
1137,47.1949625015
1138,76.5359573364
1139,47.2014799118
1140,90.0789756775
1141,65.7096118927
1142,38.0532932281
1143,29.5785484314
1144,37.9625902176
1145,59.3567504883
1146,38.5857009888
1147,72.0084571838
1148,38.9979887009
1149,36.0697975159
1150,38.8516960144
1151,23.1928181648
1152,39.1713180542
1153,56.5913200378
1154,29.5767173767
1155,78.4604873657
1156,31.3929347992
1157,38.3201436996
1158,29.0732746124
1159,15.9610104561
1160,31.5303411484
1161,48.3385562897
1162,54.8401165009
1163,62.6959533691
1164,75.0040683746
1165,33.5516681671
1166,75.4488601685
1167,48.0688419342
1168,69.0436420441
1169,48.287733078
1170,83.8012447357
1171,64.8881492615
1172,36.1431970596
1173,29.8049125671
1174,36.5990467072
1175,58.3737888336
1176,36.9960536957
1177,71.5390033722
1178,36.9463577271
1179,36.3099489212
1180,37.3980045319
1181,23.0038533211
1182,37.6720075607
1183,55.3862857819
1184,28.5597295761
1185,77.5716762543
1186,29.1190309525
1187,38.8026409149
1188,28.8894338608
1189,16.3434433937
1190,30.2498674393
1191,47.3554916382
1192,55.8316955566
1193,61.9870033264
1194,72.1596450806
1195,33.116186142
1196,72.2767982483
1197,47.484369278
1198,68.693567276
1199,47.6689453125
1200,78.7764759064
1201,64.821149826
1202,38.6068267822
1203,29.195019722
1204,40.0893716812
1205,58.1867523193
1206,39.5667085648
1207,71.8905029297
1208,39.4537582397
1209,35.6470069885
1210,40.4716587067
1211,22.1305861473
1212,41.8805809021
1213,54.4267673492
1214,30.3395290375
1215,77.2317180634
1216,31.2188558578
1217,37.5180931091
1218,31.0984783173
1219,15.5820322037
1220,34.5370845795
1221,47.6374912262
1222,54.3041610718
1223,64.1469211578
1224,75.3162918091
1225,33.7931156158
1226,77.1686325073
1227,48.4025230408
1228,70.5361118317
1229,48.9601593018
1230,82.0249385834
1231,65.9296646118
1232,36.3741703033
1233,30.5768451691
1234,36.4536523819
1235,59.5586071014
1236,37.5022544861
1237,72.6435585022
1238,37.2599315643
1239,37.0439558029
1240,37.3730020523
1241,23.4979162216
1242,37.3340978622
1243,56.8586597443
1244,27.9661817551
1245,78.8598060608
1246,28.9354305267
1247,39.5555963516
1248,27.9610204697
1249,16.4758973122
1250,29.2919569016
1251,48.8581924438
1252,55.6174049377
1253,63.075668335
1254,72.6921730042
1255,33.2432670593
1256,72.7123146057
1257,48.2806034088
1258,68.6348590851
1259,48.374376297
1260,79.9856128693
1261,66.4230766296
1262,35.2565231323
1263,28.028512001
1264,34.229352951
1265,59.3080615997
1266,35.8529434204
1267,73.4908390045
1268,36.4119501114
1269,35.1292619705
1270,35.1013383865
1271,21.0527429581
1272,35.056394577
1273,56.6779346466
1274,26.0381669998
1275,79.9351844788
1276,27.6700487137
1277,38.5675363541
1278,25.8678188324
1279,14.1582984924
1280,26.4123687744
1281,46.3461456299
1282,56.6252689362
1283,61.3861999512
1284,73.8483982086
1285,30.4483823776
1286,72.3051280975
1287,46.2218484879
1288,69.4289588928
1289,45.7528753281
1290,81.5107955933
1291,65.1774730682
1292,35.6714143753
1293,31.1772565842
1294,34.691245079
1295,59.0967521667
1296,36.218662262
1297,70.6758213043
1298,36.7768564224
1299,37.0458440781
1300,35.642077446
1301,25.4174537659
1302,35.4376888275
1303,56.8890895844
1304,28.2045536041
1305,76.783618927
1306,29.2549638748
1307,40.2168531418
1308,27.9501943588
1309,19.7857031822
1310,28.0591850281
1311,47.7539377213
1312,53.9289035797
1313,59.7771034241
1314,71.1518955231
1315,34.1509408951
1316,70.0557689667
1317,47.1304864883
1318,66.5200824738
1319,46.9734649658
1320,77.218328476
1321,65.5284862518
1322,34.8421411514
1323,29.2894506454
1324,35.8325815201
1325,59.0607433319
1326,35.5286951065
1327,71.7500152588
1328,35.8548460007
1329,35.7784795761
1330,36.2147340775
1331,23.1730470657
1332,37.1697092056
1333,57.1036205292
1334,26.3851060867
1335,77.7587585449
1336,27.3998222351
1337,37.6966609955
1338,27.6328840256
1339,16.4122624397
1340,29.010635376
1341,47.8736228943
1342,48.1287918091
1343,62.3453807831
1344,70.6769485474
1345,34.2165355682
1346,71.0150585175
1347,47.8737487793
1348,64.1873188019
1349,48.2764034271
1350,76.6354465485
1351,64.6528987885
1352,38.2588176727
1353,30.4428749084
1354,37.1277351379
1355,58.184463501
1356,38.8933467865
1357,71.0603656769
1358,39.0677604675
1359,35.9281425476
1360,38.1891832352
1361,24.0300636292
1362,37.6898832321
1363,54.3678016663
1364,30.569858551
1365,77.3407001495
1366,31.6308517456
1367,39.1812744141
1368,30.3265571594
1369,17.6286377907
1370,29.8922166824
1371,44.8869781494
1372,58.0889797211
1373,60.4182929993
1374,75.679567337
1375,32.1183786392
1376,74.924697876
1377,45.4356966019
1378,71.3960037231
1379,45.3257102966
1380,82.216632843
1381,69.6251678467
1382,37.3674659729
1383,30.5496854782
1384,34.9760284424
1385,62.7370548248
1386,37.1735286713
1387,77.2740898132
1388,39.5185718536
1389,37.2230558395
1390,35.9259767532
1391,23.3634209633
1392,35.5543498993
1393,60.1100234985
1394,24.9380750656
1395,83.7142410278
1396,29.0997047424
1397,40.3231716156
1398,23.768995285
1399,17.1233668327
1400,25.2037525177
1401,47.0458860397
1402,50.8538703918
1403,63.4968509674
1404,76.2522354126
1405,29.430390358
1406,73.5914440155
1407,45.9284334183
1408,68.0167579651
1409,45.2512121201
1410,84.156332016
1411,66.4005146027
1412,37.0693788528
1413,31.0924901962
1414,36.7400150299
1415,60.5065727234
1416,38.0030708313
1417,72.2172145844
1418,37.5107746124
1419,37.2568845749
1420,37.6170015335
1421,24.7967262268
1422,37.3775024414
1423,58.1953868866
1424,29.6190261841
1425,77.6357517242
1426,28.9140586853
1427,40.6815948486
1428,29.705783844
1429,18.0869150162
1430,29.3869171143
1431,49.985452652
1432,60.8616771698
1433,62.7839012146
1434,75.7447872162
1435,33.5925178528
1436,75.5881633759
1437,48.5791397095
1438,73.047203064
1439,48.2824115753
1440,83.0816917419
1441,67.2104587555
1442,38.2887840271
1443,30.5877485275
1444,35.3123559952
1445,59.887046814
1446,38.8577756882
1447,74.5639915466
1448,39.7801008224
1449,37.4943523407
1450,37.1684360504
1451,23.04966259
1452,35.7704257965
1453,57.4322948456
1454,30.1996393204
1455,81.2590026855
1456,32.2090988159
1457,40.4187440872
1458,28.801566124
1459,17.1548881531
1460,27.1988267899
1461,46.4963979721
1462,57.7707252502
1463,61.7014789581
1464,75.8416385651
1465,29.9506158829
1466,73.521320343
1467,45.4813671112
1468,72.8414897919
1469,45.1703710556
1470,81.7606372833
1471,65.4266395569
1472,37.7502622604
1473,27.7052249908
1474,39.8073749542
1475,58.8875198364
1476,38.384396553
1477,72.6103076935
1478,38.5334186554
1479,34.2600059509
1480,39.7661504745
1481,20.8795194626
1482,41.5168132782
1483,55.6176738739
1484,29.2121858597
1485,78.4078388214
1486,29.6868152618
1487,36.0101966858
1488,30.6900444031
1489,13.652967453
1490,33.7033395767
1491,47.5178146362
1492,50.7225151062
1493,64.4405078888
1494,74.6729850769
1495,33.5796833038
1496,76.9054527283
1497,48.1201457977
1498,67.6089820862
1499,48.9684963226
1500,82.4638366699
1501,67.7190685272
1502,36.6191740036
1503,28.439031601
1504,36.5151100159
1505,60.9781894684
1506,37.3576154709
1507,74.5208187103
1508,37.4101638794
1509,35.2756977081
1510,37.2242860794
1511,21.6172542572
1512,37.4735555649
1513,57.3734779358
